Zeit [in ms],Temp1 [in °C],PWM [0-255],Info
1693331.0,128.5,0.0, 
1693582.0,128.5,0.0, 
1693833.0,128.5,0.0, 
1694084.0,128.25,0.0, 
1694336.0,128.25,0.0, 
1694587.0,128.25,0.0, 
1694838.0,128.75,0.0, 
1695089.0,128.25,0.0, 
1695340.0,127.75,0.0, 
1695591.0,128.0,0.0, 
1695842.0,127.75,0.0, 
1696093.0,128.5,0.0, 
1696344.0,128.0,0.0, 
1696595.0,128.0,0.0, 
1696846.0,128.0,0.0, 
1697097.0,128.0,0.0, 
1697348.0,127.25,0.0, 
1697599.0,128.0,0.0, 
1697850.0,128.0,0.0, 
1698101.0,127.75,0.0, 
1698352.0,128.0,0.0, 
1698603.0,127.0,0.0, 
1698854.0,127.75,0.0, 
1699105.0,127.75,0.0, 
1699356.0,127.5,0.0, 
1699607.0,128.0,0.0, 
1699858.0,127.0,0.0, 
1700109.0,127.75,0.0, 
1700360.0,127.75,0.0, 
1700611.0,127.5,0.0, 
1700862.0,127.5,0.0, 
1701113.0,127.0,0.0, 
1701364.0,127.25,0.0, 
1701615.0,127.75,0.0, 
1701866.0,127.25,0.0, 
1702117.0,127.0,0.0, 
1702368.0,127.25,0.0, 
1702619.0,126.75,0.0, 
1702870.0,127.75,0.0, 
1703121.0,127.25,0.0, 
1703372.0,126.75,0.0, 
1703623.0,127.0,0.0, 
1703874.0,126.75,0.0, 
1704125.0,127.5,0.0, 
1704376.0,127.25,0.0, 
1704627.0,126.75,0.0, 
1704878.0,126.75,0.0, 
1705129.0,127.0,0.0, 
1705380.0,127.25,0.0, 
1705631.0,126.5,0.0, 
1705882.0,127.0,0.0, 
1706133.0,126.75,0.0, 
1706384.0,127.25,0.0, 
1706635.0,127.0,0.0, 
1706886.0,126.25,0.0, 
1707137.0,127.0,0.0, 
1707388.0,126.5,0.0, 
1707639.0,126.75,0.0, 
1707890.0,126.75,0.0, 
1708141.0,127.0,0.0, 
1708392.0,126.25,0.0, 
1708643.0,126.75,0.0, 
1708894.0,127.0,0.0, 
1709145.0,126.5,0.0, 
1709396.0,126.5,0.0, 
1709647.0,126.25,0.0, 
1709898.0,126.75,0.0, 
1710149.0,126.5,0.0, 
1710400.0,125.75,0.0, 
1710651.0,126.5,0.0, 
1710902.0,126.5,0.0, 
1711153.0,126.25,0.0, 
1711404.0,126.0,0.0, 
1711655.0,126.5,0.0, 
1711906.0,126.25,0.0, 
1712157.0,126.25,0.0, 
1712408.0,126.0,0.0, 
1712659.0,125.5,0.0, 
1712910.0,126.5,0.0, 
1713161.0,126.25,0.0, 
1713412.0,125.75,0.0, 
1713664.0,126.25,0.0, 
1713915.0,126.0,0.0, 
1714166.0,126.0,0.0, 
1714417.0,125.75,0.0, 
1714668.0,126.0,0.0, 
1714919.0,125.75,0.0, 
1715170.0,125.75,0.0, 
1715421.0,125.75,0.0, 
1715672.0,125.75,0.0, 
1715923.0,125.0,0.0, 
1716174.0,125.5,0.0, 
1716425.0,126.0,0.0, 
1716676.0,125.75,0.0, 
1716927.0,126.0,0.0, 
1717178.0,125.75,0.0, 
1717429.0,125.5,0.0, 
1717680.0,126.0,0.0, 
1717931.0,125.5,0.0, 
1718182.0,125.0,0.0, 
1718433.0,125.25,0.0, 
1718684.0,125.25,0.0, 
1718935.0,125.0,0.0, 
1719186.0,125.0,0.0, 
1719437.0,125.25,0.0, 
1719688.0,125.25,0.0, 
1719939.0,125.25,0.0, 
1720190.0,125.25,0.0, 
1720441.0,125.25,0.0, 
1720692.0,125.5,0.0, 
1720943.0,125.25,0.0, 
1721194.0,125.0,0.0, 
1721445.0,124.75,0.0, 
1721696.0,125.0,0.0, 
1721947.0,124.75,0.0, 
1722198.0,125.25,0.0, 
1722449.0,124.75,0.0, 
1722700.0,124.75,0.0, 
1722951.0,125.25,0.0, 
1723202.0,124.75,0.0, 
1723453.0,124.75,0.0, 
1723704.0,124.75,0.0, 
1723955.0,124.75,0.0, 
1724206.0,124.75,0.0, 
1724457.0,124.5,0.0, 
1724708.0,124.5,0.0, 
1724959.0,124.25,0.0, 
1725210.0,124.25,0.0, 
1725461.0,124.75,0.0, 
1725712.0,124.5,0.0, 
1725963.0,124.5,0.0, 
1726214.0,124.25,0.0, 
1726465.0,124.25,0.0, 
1726716.0,124.25,0.0, 
1726967.0,124.25,0.0, 
1727218.0,124.0,0.0, 
1727469.0,124.25,0.0, 
1727720.0,124.25,0.0, 
1727971.0,124.0,0.0, 
1728222.0,124.25,0.0, 
1728473.0,124.0,0.0, 
1728724.0,124.0,0.0, 
1728975.0,124.0,0.0, 
1729226.0,124.25,0.0, 
1729477.0,123.75,0.0, 
1729728.0,123.75,0.0, 
1729979.0,124.0,0.0, 
1730230.0,123.75,0.0, 
1730481.0,124.0,0.0, 
1730732.0,124.25,0.0, 
1730983.0,124.0,0.0, 
1731234.0,123.75,0.0, 
1731485.0,123.75,0.0, 
1731736.0,124.0,0.0, 
1731987.0,123.75,0.0, 
1732238.0,123.5,0.0, 
1732489.0,124.0,0.0, 
1732740.0,124.0,0.0, 
1732992.0,123.5,0.0, 
1733243.0,123.5,0.0, 
1733494.0,123.75,0.0, 
1733745.0,123.25,0.0, 
1733996.0,123.25,0.0, 
1734247.0,123.5,0.0, 
1734498.0,123.75,0.0, 
1734749.0,123.25,0.0, 
1735000.0,123.75,0.0, 
1735251.0,123.25,0.0, 
1735502.0,123.5,0.0, 
1735753.0,123.0,0.0, 
1736004.0,122.75,0.0, 
1736255.0,123.5,0.0, 
1736506.0,123.5,0.0, 
1736757.0,123.25,0.0, 
1737008.0,123.25,0.0, 
1737259.0,123.25,0.0, 
1737510.0,123.25,0.0, 
1737761.0,123.0,0.0, 
1738012.0,123.25,0.0, 
1738263.0,122.75,0.0, 
1738514.0,123.25,0.0, 
1738765.0,123.0,0.0, 
1739016.0,123.25,0.0, 
1739267.0,123.5,0.0, 
1739518.0,122.75,0.0, 
1739769.0,123.0,0.0, 
1740020.0,123.0,0.0, 
1740271.0,122.5,0.0, 
1740522.0,123.0,0.0, 
1740773.0,122.75,0.0, 
1741024.0,122.25,0.0, 
1741275.0,122.75,0.0, 
1741526.0,122.5,0.0, 
1741777.0,122.5,0.0, 
1742028.0,122.0,0.0, 
1742279.0,122.5,0.0, 
1742530.0,122.25,0.0, 
1742781.0,122.5,0.0, 
1743032.0,122.5,0.0, 
1743283.0,122.5,0.0, 
1743534.0,122.5,0.0, 
1743785.0,122.5,0.0, 
1744036.0,122.25,0.0, 
1744287.0,122.5,0.0, 
1744538.0,122.5,0.0, 
1744789.0,122.25,0.0, 
1745040.0,122.5,0.0, 
1745291.0,122.5,0.0, 
1745542.0,122.25,0.0, 
1745793.0,122.25,0.0, 
1746044.0,122.5,0.0, 
1746295.0,122.0,0.0, 
1746546.0,122.0,0.0, 
1746797.0,122.0,0.0, 
1747048.0,122.25,0.0, 
1747299.0,122.25,0.0, 
1747550.0,122.25,0.0, 
1747801.0,122.25,0.0, 
1748052.0,122.0,0.0, 
1748303.0,121.5,0.0, 
1748554.0,122.0,0.0, 
1748805.0,122.25,0.0, 
1749056.0,121.75,0.0, 
1749307.0,121.75,0.0, 
1749558.0,122.0,0.0, 
1749809.0,122.0,0.0, 
1750060.0,122.0,0.0, 
1750311.0,121.75,0.0, 
1750562.0,121.0,0.0, 
1750813.0,121.75,0.0, 
1751064.0,121.75,0.0, 
1751315.0,121.25,0.0, 
1751566.0,121.5,0.0, 
1751817.0,122.0,0.0, 
1752068.0,121.75,0.0, 
1752320.0,121.75,0.0, 
1752571.0,121.0,0.0, 
1752822.0,121.5,0.0, 
1753073.0,121.0,0.0, 
1753324.0,121.75,0.0, 
1753575.0,121.25,0.0, 
1753826.0,121.5,0.0, 
1754077.0,121.25,0.0, 
1754328.0,121.0,0.0, 
1754579.0,121.5,0.0, 
1754830.0,121.25,0.0, 
1755081.0,121.25,0.0, 
1755332.0,121.0,0.0, 
1755583.0,121.0,0.0, 
1755834.0,120.75,0.0, 
1756085.0,121.0,0.0, 
1756336.0,121.25,0.0, 
1756587.0,121.25,0.0, 
1756838.0,121.25,0.0, 
1757089.0,121.0,0.0, 
1757340.0,120.75,0.0, 
1757591.0,120.0,0.0, 
1757842.0,121.25,0.0, 
1758093.0,121.25,0.0, 
1758344.0,121.0,0.0, 
1758595.0,120.75,0.0, 
1758846.0,120.75,0.0, 
1759097.0,120.5,0.0, 
1759348.0,121.0,0.0, 
1759599.0,120.75,0.0, 
1759850.0,121.0,0.0, 
1760101.0,120.75,0.0, 
1760352.0,120.5,0.0, 
1760603.0,120.75,0.0, 
1760854.0,120.0,0.0, 
1761105.0,120.5,0.0, 
1761356.0,121.0,0.0, 
1761607.0,120.5,0.0, 
1761858.0,120.0,0.0, 
1762109.0,120.5,0.0, 
1762360.0,120.5,0.0, 
1762611.0,120.0,0.0, 
1762862.0,120.5,0.0, 
1763113.0,120.25,0.0, 
1763364.0,120.25,0.0, 
1763615.0,120.0,0.0, 
1763866.0,120.25,0.0, 
1764117.0,120.5,0.0, 
1764368.0,120.25,0.0, 
1764619.0,119.75,0.0, 
1764870.0,120.0,0.0, 
1765121.0,120.0,0.0, 
1765372.0,119.5,0.0, 
1765623.0,120.25,0.0, 
1765874.0,120.0,0.0, 
1766125.0,119.75,0.0, 
1766376.0,120.25,0.0, 
1766627.0,120.25,0.0, 
1766878.0,120.0,0.0, 
1767129.0,119.75,0.0, 
1767380.0,120.0,0.0, 
1767631.0,119.75,0.0, 
1767882.0,120.0,0.0, 
1768133.0,120.0,0.0, 
1768384.0,119.5,0.0, 
1768635.0,119.75,0.0, 
1768886.0,119.25,0.0, 
1769137.0,119.25,0.0, 
1769388.0,119.5,0.0, 
1769639.0,119.75,0.0, 
1769890.0,119.25,0.0, 
1770141.0,119.75,0.0, 
1770392.0,119.5,0.0, 
1770643.0,119.5,0.0, 
1770894.0,119.5,0.0, 
1771145.0,119.75,0.0, 
1771396.0,119.75,0.0, 
1771648.0,119.5,0.0, 
1771899.0,119.5,0.0, 
1772150.0,119.75,0.0, 
1772401.0,119.25,0.0, 
1772652.0,119.25,0.0, 
1772903.0,119.5,0.0, 
1773154.0,119.5,0.0, 
1773405.0,119.5,0.0, 
1773656.0,119.25,0.0, 
1773907.0,119.25,0.0, 
1774158.0,118.75,0.0, 
1774409.0,119.25,0.0, 
1774660.0,119.0,0.0, 
1774911.0,119.25,0.0, 
1775162.0,119.0,0.0, 
1775413.0,119.0,0.0, 
1775664.0,119.0,0.0, 
1775915.0,119.0,0.0, 
1776166.0,119.0,0.0, 
1776417.0,119.25,0.0, 
1776668.0,119.0,0.0, 
1776919.0,118.75,0.0, 
1777170.0,118.75,0.0, 
1777421.0,119.0,0.0, 
1777672.0,118.75,0.0, 
1777923.0,118.75,0.0, 
1778174.0,118.5,0.0, 
1778425.0,118.75,0.0, 
1778676.0,118.75,0.0, 
1778927.0,118.75,0.0, 
1779178.0,118.5,0.0, 
1779429.0,118.75,0.0, 
1779680.0,119.0,0.0, 
1779931.0,118.75,0.0, 
1780182.0,118.75,0.0, 
1780433.0,118.5,0.0, 
1780684.0,118.75,0.0, 
1780935.0,118.5,0.0, 
1781186.0,118.5,0.0, 
1781437.0,118.5,0.0, 
1781688.0,118.0,0.0, 
1781939.0,118.25,0.0, 
1782190.0,118.25,0.0, 
1782441.0,118.0,0.0, 
1782692.0,118.25,0.0, 
1782943.0,118.5,0.0, 
1783194.0,118.0,0.0, 
1783445.0,118.25,0.0, 
1783696.0,118.0,0.0, 
1783947.0,118.0,0.0, 
1784198.0,117.5,0.0, 
1784449.0,118.0,0.0, 
1784700.0,118.25,0.0, 
1784951.0,117.75,0.0, 
1785202.0,117.5,0.0, 
1785453.0,117.75,0.0, 
1785704.0,118.0,0.0, 
1785955.0,118.0,0.0, 
1786206.0,117.75,0.0, 
1786457.0,117.75,0.0, 
1786708.0,117.75,0.0, 
1786959.0,117.75,0.0, 
1787210.0,117.25,0.0, 
1787461.0,117.75,0.0, 
1787712.0,117.75,0.0, 
1787963.0,117.25,0.0, 
1788214.0,118.0,0.0, 
1788465.0,117.75,0.0, 
1788716.0,117.75,0.0, 
1788967.0,117.25,0.0, 
1789218.0,117.0,0.0, 
1789469.0,117.25,0.0, 
1789720.0,117.5,0.0, 
1789971.0,117.25,0.0, 
1790222.0,117.0,0.0, 
1790473.0,117.25,0.0, 
1790724.0,117.75,0.0, 
1790976.0,117.0,0.0, 
1791227.0,117.0,0.0, 
1791478.0,117.5,0.0, 
1791729.0,117.0,0.0, 
1791980.0,117.5,0.0, 
1792231.0,117.25,0.0, 
1792482.0,117.0,0.0, 
1792733.0,117.5,0.0, 
1792984.0,116.5,0.0, 
1793235.0,117.25,0.0, 
1793486.0,117.0,0.0, 
1793737.0,117.0,0.0, 
1793988.0,117.0,0.0, 
1794239.0,117.0,0.0, 
1794490.0,117.0,0.0, 
1794741.0,116.75,0.0, 
1794992.0,116.75,0.0, 
1795243.0,116.75,0.0, 
1795494.0,117.0,0.0, 
1795745.0,117.0,0.0, 
1795996.0,116.75,0.0, 
1796247.0,117.0,0.0, 
1796498.0,116.75,0.0, 
1796749.0,116.5,0.0, 
1797000.0,116.75,0.0, 
1797251.0,116.75,0.0, 
1797502.0,116.75,0.0, 
1797753.0,116.5,0.0, 
1798004.0,116.25,0.0, 
1798255.0,117.0,0.0, 
1798506.0,116.75,0.0, 
1798757.0,116.75,0.0, 
1799008.0,116.75,0.0, 
1799259.0,116.0,0.0, 
1799510.0,116.75,0.0, 
1799761.0,116.0,0.0, 
1800012.0,116.25,0.0, 
1800263.0,116.5,0.0, 
1800514.0,116.25,0.0, 
1800765.0,116.25,0.0, 
1801016.0,116.5,0.0, 
1801267.0,116.0,0.0, 
1801518.0,116.25,0.0, 
1801769.0,116.25,0.0, 
1802020.0,116.0,0.0, 
1802271.0,115.75,0.0, 
1802522.0,115.75,0.0, 
1802773.0,116.5,0.0, 
1803024.0,116.25,0.0, 
1803275.0,115.75,0.0, 
1803526.0,116.25,0.0, 
1803777.0,116.0,0.0, 
1804028.0,116.0,0.0, 
1804279.0,116.0,0.0, 
1804530.0,116.0,0.0, 
1804781.0,116.0,0.0, 
1805032.0,115.0,0.0, 
1805283.0,115.5,0.0, 
1805534.0,116.25,0.0, 
1805785.0,115.25,0.0, 
1806036.0,115.75,0.0, 
1806287.0,116.0,0.0, 
1806538.0,116.0,0.0, 
1806789.0,115.25,0.0, 
1807040.0,115.5,0.0, 
1807291.0,115.75,0.0, 
1807542.0,115.75,0.0, 
1807793.0,115.75,0.0, 
1808044.0,115.5,0.0, 
1808295.0,115.75,0.0, 
1808546.0,115.75,0.0, 
1808797.0,115.75,0.0, 
1809048.0,115.75,0.0, 
1809299.0,115.5,0.0, 
1809550.0,115.5,0.0, 
1809801.0,114.5,0.0, 
1810052.0,115.5,0.0, 
1810304.0,115.5,0.0, 
1810555.0,115.0,0.0, 
1810806.0,115.5,0.0, 
1811057.0,115.0,0.0, 
1811308.0,115.5,0.0, 
1811559.0,115.0,0.0, 
1811810.0,115.25,0.0, 
1812061.0,115.5,0.0, 
1812312.0,115.25,0.0, 
1812563.0,114.75,0.0, 
1812814.0,115.0,0.0, 
1813065.0,114.75,0.0, 
1813316.0,115.25,0.0, 
1813567.0,115.25,0.0, 
1813818.0,115.0,0.0, 
1814069.0,115.0,0.0, 
1814320.0,115.0,0.0, 
1814571.0,115.0,0.0, 
1814822.0,115.0,0.0, 
1815073.0,114.5,0.0, 
1815324.0,115.0,0.0, 
1815575.0,115.0,0.0, 
1815826.0,114.75,0.0, 
1816077.0,114.5,0.0, 
1816328.0,114.5,0.0, 
1816579.0,114.75,0.0, 
1816830.0,115.0,0.0, 
1817081.0,114.5,0.0, 
1817332.0,114.75,0.0, 
1817583.0,114.5,0.0, 
1817834.0,114.75,0.0, 
1818085.0,114.75,0.0, 
1818336.0,115.0,0.0, 
1818587.0,113.75,0.0, 
1818838.0,114.0,0.0, 
1819089.0,114.5,0.0, 
1819340.0,114.0,0.0, 
1819591.0,114.5,0.0, 
1819842.0,114.5,0.0, 
1820093.0,114.75,0.0, 
1820344.0,114.0,0.0, 
1820595.0,114.5,0.0, 
1820846.0,114.25,0.0, 
1821097.0,114.0,0.0, 
1821348.0,114.5,0.0, 
1821599.0,114.5,0.0, 
1821850.0,114.25,0.0, 
1822101.0,114.0,0.0, 
1822352.0,114.25,0.0, 
1822603.0,113.75,0.0, 
1822854.0,114.25,0.0, 
1823105.0,114.25,0.0, 
1823356.0,113.75,0.0, 
1823607.0,114.0,0.0, 
1823858.0,114.0,0.0, 
1824109.0,113.75,0.0, 
1824360.0,114.0,0.0, 
1824611.0,114.0,0.0, 
1824862.0,113.75,0.0, 
1825113.0,114.0,0.0, 
1825364.0,113.5,0.0, 
1825615.0,114.0,0.0, 
1825866.0,113.75,0.0, 
1826117.0,114.0,0.0, 
1826368.0,113.75,0.0, 
1826619.0,114.0,0.0, 
1826870.0,113.75,0.0, 
1827121.0,113.5,0.0, 
1827372.0,114.0,0.0, 
1827623.0,114.0,0.0, 
1827874.0,113.25,0.0, 
1828125.0,113.5,0.0, 
1828376.0,113.25,0.0, 
1828627.0,114.0,0.0, 
1828878.0,113.5,0.0, 
1829129.0,113.5,0.0, 
1829380.0,112.75,0.0, 
1829632.0,113.5,0.0, 
1829883.0,113.0,0.0, 
1830134.0,113.0,0.0, 
1830385.0,112.75,0.0, 
1830636.0,113.0,0.0, 
1830887.0,113.25,0.0, 
1831138.0,112.75,0.0, 
1831389.0,112.75,0.0, 
1831640.0,112.75,0.0, 
1831891.0,113.25,0.0, 
1832142.0,113.0,0.0, 
1832393.0,113.25,0.0, 
1832644.0,113.0,0.0, 
1832895.0,112.75,0.0, 
1833146.0,112.5,0.0, 
1833397.0,113.0,0.0, 
1833648.0,113.25,0.0, 
1833899.0,113.0,0.0, 
1834150.0,112.75,0.0, 
1834401.0,112.75,0.0, 
1834652.0,113.25,0.0, 
1834903.0,112.75,0.0, 
1835154.0,113.0,0.0, 
1835405.0,112.5,0.0, 
1835656.0,113.0,0.0, 
1835907.0,112.75,0.0, 
1836158.0,112.5,0.0, 
1836409.0,112.75,0.0, 
1836660.0,112.75,0.0, 
1836911.0,112.75,0.0, 
1837162.0,112.75,0.0, 
1837413.0,112.75,0.0, 
1837664.0,112.75,0.0, 
1837915.0,112.5,0.0, 
1838166.0,112.5,0.0, 
1838417.0,112.25,0.0, 
1838668.0,112.5,0.0, 
1838919.0,112.75,0.0, 
1839170.0,112.0,0.0, 
1839421.0,112.5,0.0, 
1839672.0,112.0,0.0, 
1839923.0,112.5,0.0, 
1840174.0,112.0,0.0, 
1840425.0,112.0,0.0, 
1840676.0,112.25,0.0, 
1840927.0,112.25,0.0, 
1841178.0,112.5,0.0, 
1841429.0,112.25,0.0, 
1841680.0,112.5,0.0, 
1841931.0,112.5,0.0, 
1842182.0,112.25,0.0, 
1842433.0,112.0,0.0, 
1842684.0,112.0,0.0, 
1842935.0,111.75,0.0, 
1843186.0,112.5,0.0, 
1843437.0,112.25,0.0, 
1843688.0,112.0,0.0, 
1843939.0,111.5,0.0, 
1844190.0,112.0,0.0, 
1844441.0,111.5,0.0, 
1844692.0,112.25,0.0, 
1844943.0,112.0,0.0, 
1845194.0,111.75,0.0, 
1845445.0,112.25,0.0, 
1845696.0,111.75,0.0, 
1845947.0,111.25,0.0, 
1846198.0,112.0,0.0, 
1846449.0,111.75,0.0, 
1846700.0,111.5,0.0, 
1846951.0,111.75,0.0, 
1847202.0,111.5,0.0, 
1847453.0,111.5,0.0, 
1847704.0,111.5,0.0, 
1847955.0,111.25,0.0, 
1848206.0,111.25,0.0, 
1848457.0,111.75,0.0, 
1848708.0,110.75,0.0, 
1848960.0,111.75,0.0, 
1849211.0,111.0,0.0, 
1849462.0,111.25,0.0, 
1849713.0,111.5,0.0, 
1849964.0,111.5,0.0, 
1850215.0,110.75,0.0, 
1850466.0,111.5,0.0, 
1850717.0,111.0,0.0, 
1850968.0,111.25,0.0, 
1851219.0,111.25,0.0, 
1851470.0,110.75,0.0, 
1851721.0,111.0,0.0, 
1851972.0,111.75,0.0, 
1852223.0,110.75,0.0, 
1852474.0,111.25,0.0, 
1852725.0,110.75,0.0, 
1852976.0,110.75,0.0, 
1853227.0,111.25,0.0, 
1853478.0,111.25,0.0, 
1853729.0,110.5,0.0, 
1853980.0,110.75,0.0, 
1854231.0,111.25,0.0, 
1854482.0,110.75,0.0, 
1854733.0,111.0,0.0, 
1854984.0,110.75,0.0, 
1855235.0,110.75,0.0, 
1855486.0,111.0,0.0, 
1855737.0,111.0,0.0, 
1855988.0,110.75,0.0, 
1856239.0,111.0,0.0, 
1856490.0,110.5,0.0, 
1856741.0,111.0,0.0, 
1856992.0,111.0,0.0, 
1857243.0,111.0,0.0, 
1857494.0,110.75,0.0, 
1857745.0,110.5,0.0, 
1857996.0,111.0,0.0, 
1858247.0,110.75,0.0, 
1858498.0,110.75,0.0, 
1858749.0,110.75,0.0, 
1859000.0,110.5,0.0, 
1859251.0,110.5,0.0, 
1859502.0,110.25,0.0, 
1859753.0,110.5,0.0, 
1860004.0,110.5,0.0, 
1860255.0,110.5,0.0, 
1860506.0,110.75,0.0, 
1860757.0,110.25,0.0, 
1861008.0,110.0,0.0, 
1861259.0,110.0,0.0, 
1861510.0,110.25,0.0, 
1861761.0,110.0,0.0, 
1862012.0,110.0,0.0, 
1862263.0,110.5,0.0, 
1862514.0,109.75,0.0, 
1862765.0,110.25,0.0, 
1863016.0,110.25,0.0, 
1863267.0,110.25,0.0, 
1863518.0,110.0,0.0, 
1863769.0,110.0,0.0, 
1864020.0,110.0,0.0, 
1864271.0,109.75,0.0, 
1864522.0,110.25,0.0, 
1864773.0,110.0,0.0, 
1865024.0,110.0,0.0, 
1865275.0,110.0,0.0, 
1865526.0,109.75,0.0, 
1865777.0,110.0,0.0, 
1866028.0,109.75,0.0, 
1866279.0,110.0,0.0, 
1866530.0,110.0,0.0, 
1866781.0,109.75,0.0, 
1867032.0,110.0,0.0, 
1867283.0,109.75,0.0, 
1867534.0,109.75,0.0, 
1867785.0,109.75,0.0, 
1868036.0,109.75,0.0, 
1868288.0,109.25,0.0, 
1868539.0,109.75,0.0, 
1868790.0,109.75,0.0, 
1869041.0,109.5,0.0, 
1869292.0,109.0,0.0, 
1869543.0,109.25,0.0, 
1869794.0,109.75,0.0, 
1870045.0,109.5,0.0, 
1870296.0,109.5,0.0, 
1870547.0,109.25,0.0, 
1870798.0,109.25,0.0, 
1871049.0,109.0,0.0, 
1871300.0,109.5,0.0, 
1871551.0,108.5,0.0, 
1871802.0,109.5,0.0, 
1872053.0,109.0,0.0, 
1872304.0,109.0,0.0, 
1872555.0,109.75,0.0, 
1872806.0,109.0,0.0, 
1873057.0,109.25,0.0, 
1873308.0,109.25,0.0, 
1873559.0,108.75,0.0, 
1873810.0,108.25,0.0, 
1874061.0,108.5,0.0, 
1874312.0,109.25,0.0, 
1874563.0,109.0,0.0, 
1874814.0,109.0,0.0, 
1875065.0,108.5,0.0, 
1875316.0,109.0,0.0, 
1875567.0,108.5,0.0, 
1875818.0,108.75,0.0, 
1876069.0,109.0,0.0, 
1876320.0,109.25,0.0, 
1876571.0,108.25,0.0, 
1876822.0,108.25,0.0, 
1877073.0,108.5,0.0, 
1877324.0,109.0,0.0, 
1877575.0,108.5,0.0, 
1877826.0,108.5,0.0, 
1878077.0,108.5,0.0, 
1878328.0,108.5,0.0, 
1878579.0,108.25,0.0, 
1878830.0,108.25,0.0, 
1879081.0,108.25,0.0, 
1879332.0,107.75,0.0, 
1879583.0,108.75,0.0, 
1879834.0,108.75,0.0, 
1880085.0,108.5,0.0, 
1880336.0,108.75,0.0, 
1880587.0,108.75,0.0, 
1880838.0,108.75,0.0, 
1881089.0,108.5,0.0, 
1881340.0,108.25,0.0, 
1881591.0,108.5,0.0, 
1881842.0,108.25,0.0, 
1882093.0,108.75,0.0, 
1882344.0,108.25,0.0, 
1882595.0,108.25,0.0, 
1882846.0,108.5,0.0, 
1883097.0,108.0,0.0, 
1883348.0,107.75,0.0, 
1883599.0,108.25,0.0, 
1883850.0,108.0,0.0, 
1884101.0,107.75,0.0, 
1884352.0,107.75,0.0, 
1884603.0,108.25,0.0, 
1884854.0,108.25,0.0, 
1885105.0,107.75,0.0, 
1885356.0,107.5,0.0, 
1885607.0,108.0,0.0, 
1885858.0,108.0,0.0, 
1886109.0,108.0,0.0, 
1886360.0,108.0,0.0, 
1886611.0,107.75,0.0, 
1886862.0,107.25,0.0, 
1887113.0,108.0,0.0, 
1887364.0,107.75,0.0, 
1887616.0,107.75,0.0, 
1887867.0,107.25,0.0, 
1888118.0,107.75,0.0, 
1888369.0,107.75,0.0, 
1888620.0,107.75,0.0, 
1888871.0,107.75,0.0, 
1889122.0,107.5,0.0, 
1889373.0,107.25,0.0, 
1889624.0,107.5,0.0, 
1889875.0,107.5,0.0, 
1890126.0,107.25,0.0, 
1890377.0,107.25,0.0, 
1890628.0,107.75,0.0, 
1890879.0,107.5,0.0, 
1891130.0,107.25,0.0, 
1891381.0,107.5,0.0, 
1891632.0,107.5,0.0, 
1891883.0,107.5,0.0, 
1892134.0,107.25,0.0, 
1892385.0,107.0,0.0, 
1892636.0,107.25,0.0, 
1892887.0,107.25,0.0, 
1893138.0,107.0,0.0, 
1893389.0,107.25,0.0, 
1893640.0,106.75,0.0, 
1893891.0,107.25,0.0, 
1894142.0,107.0,0.0, 
1894393.0,107.5,0.0, 
1894644.0,107.0,0.0, 
1894895.0,107.25,0.0, 
1895146.0,107.0,0.0, 
1895397.0,107.25,0.0, 
1895648.0,107.0,0.0, 
1895899.0,107.0,0.0, 
1896150.0,107.0,0.0, 
1896401.0,107.0,0.0, 
1896652.0,106.0,0.0, 
1896903.0,107.0,0.0, 
1897154.0,107.0,0.0, 
1897405.0,106.75,0.0, 
1897656.0,107.0,0.0, 
1897907.0,107.0,0.0, 
1898158.0,106.75,0.0, 
1898409.0,106.75,0.0, 
1898660.0,106.25,0.0, 
1898911.0,106.75,0.0, 
1899162.0,106.75,0.0, 
1899413.0,106.5,0.0, 
1899664.0,106.75,0.0, 
1899915.0,106.5,0.0, 
1900166.0,106.5,0.0, 
1900417.0,106.25,0.0, 
1900668.0,106.5,0.0, 
1900919.0,106.25,0.0, 
1901170.0,106.25,0.0, 
1901421.0,106.5,0.0, 
1901672.0,106.5,0.0, 
1901923.0,106.0,0.0, 
1902174.0,106.0,0.0, 
1902425.0,106.5,0.0, 
1902676.0,106.75,0.0, 
1902927.0,106.5,0.0, 
1903178.0,106.25,0.0, 
1903429.0,106.5,0.0, 
1903680.0,106.25,0.0, 
1903931.0,106.25,0.0, 
1904182.0,106.25,0.0, 
1904433.0,106.25,0.0, 
1904684.0,106.25,0.0, 
1904935.0,106.0,0.0, 
1905186.0,106.0,0.0, 
1905437.0,106.0,0.0, 
1905688.0,106.25,0.0, 
1905939.0,106.0,0.0, 
1906190.0,106.0,0.0, 
1906441.0,106.0,0.0, 
1906692.0,106.0,0.0, 
1906944.0,106.0,0.0, 
1907195.0,106.0,0.0, 
1907446.0,106.0,0.0, 
1907697.0,106.0,0.0, 
1907948.0,106.0,0.0, 
1908199.0,106.0,0.0, 
1908450.0,105.75,0.0, 
1908701.0,105.75,0.0, 
1908952.0,105.5,0.0, 
1909203.0,106.25,0.0, 
1909454.0,105.5,0.0, 
1909705.0,105.75,0.0, 
1909956.0,106.0,0.0, 
1910207.0,105.0,0.0, 
1910458.0,105.75,0.0, 
1910709.0,105.75,0.0, 
1910960.0,105.25,0.0, 
1911211.0,105.75,0.0, 
1911462.0,105.75,0.0, 
1911713.0,105.75,0.0, 
1911964.0,105.5,0.0, 
1912215.0,105.0,0.0, 
